,h3_index,description,location_id,osm_structured_json_dict,latitude,longitude
10,89194ad026bffff,"there is a mix of urban and natural landscapes. On the left, there are residential areas with houses closely packed together, roads, and some green patches which might be gardens or small parks. In the center, there's a large open area that appears to be a racetrack or a sports ground. To the right, there's a combination of residential areas, roads, and patches of greenery. There's also a body of water visible towards the bottom right of the location. The density of buildings seems to be moderate, and there doesn't appear to be any significant human activity or development outside the red boundary.",89194ad026bffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 523}, 'building_density': None, 'building_density_km_2': 4965.2292, 'landuse': array(['railway', 'residential'], dtype=object), 'leisure': array(['bleachers', 'sports_centre', 'track'], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 0, 'footway': 122, 'primary': 0, 'residential': 44, 'secondary': 0, 'service': 17, 'tertiary': 11, 'unclassified': 2}, 'sport': array(['cycling', 'multi'], dtype=object)}}",51.4510295789791,-0.09296933228614522
11,89194ad027bffff,"the location showcases a residential area with closely packed houses. There are roads that crisscross the area, and some of them intersect with railroad tracks. The area is densely populated with trees providing greenery. There are no visible bodies of water, and the overall landscape appears to be a mix of urban and suburban settings.",89194ad027bffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 92}, 'building_density': None, 'building_density_km_2': 873.4246, 'landuse': array(['allotments', 'railway', 'recreation_ground', 'residential',
       'retail'], dtype=object), 'leisure': array([], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 9, 'footway': 14, 'primary': 29, 'residential': 41, 'secondary': 0, 'service': 22, 'tertiary': 17, 'unclassified': 0}, 'sport': array([], dtype=object)}}",51.45375781431847,-0.09131198968738316
12,89194ad1cabffff,"there is a mix of greenery and urban development. There are two prominent green fields, one of which appears to be a cricket pitch with marked boundaries. Adjacent to these fields, there are residential houses with varying architectural styles. There's also a road that cuts through the area, and to the right, there's a building that looks like a school or community center. The density of the buildings seems moderate, with some clusters and open spaces between them. The vegetation appears to be a mix of trees and shrubs, indicating a blend of natural and man-made landscapes.",89194ad1cabffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 28}, 'building_density': None, 'building_density_km_2': 265.8249, 'landuse': array(['grass', 'railway', 'recreation_ground', 'residential'],
      dtype=object), 'leisure': array(['garden', 'pitch'], dtype=object), 'natural': array(['wood'], dtype=object), 'roads': {'cycleway': 64, 'footway': 82, 'primary': 0, 'residential': 16, 'secondary': 0, 'service': 17, 'tertiary': 74, 'unclassified': 0}, 'sport': array(['cricket_nets', 'soccer', 'tennis'], dtype=object)}}",51.43551225773322,-0.08447211319448422
13,89194ad3233ffff,"the location showcases a dense urban area with a mix of residential and commercial buildings. There are roads crisscrossing the area, with some appearing to be major thoroughfares. There's a noticeable green space, possibly a park or a recreational area. The infrastructure includes rail tracks, indicating a possible train station or a route for public transportation. The density of buildings suggests a bustling urban environment, and the presence of both modern and older architectural styles indicates a city that has evolved over time.",89194ad3233ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 268}, 'building_density': None, 'building_density_km_2': 2544.3239, 'landuse': array(['commercial', 'construction', 'grass', 'railway',
       'recreation_ground', 'residential', 'retail'], dtype=object), 'leisure': array(['garden', 'outdoor_seating', 'park', 'pitch'], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 41, 'footway': 269, 'primary': 114, 'residential': 91, 'secondary': 0, 'service': 55, 'tertiary': 0, 'unclassified': 41}, 'sport': array(['netball', 'tennis'], dtype=object)}}",51.50617932877052,-0.10428672833807298
14,89194ad3223ffff,"the location showcases an urban landscape with a mix of residential and commercial buildings. There are roads crisscrossing the area, and a notable railway track running vertically. The area has patches of greenery, possibly parks or gardens. The density of buildings seems moderate, with a mix of single-story and multi-story structures. There are no visible bodies of water within the hexagon. The overall landscape suggests a well-planned urban area with a balance between infrastructure and green spaces.",89194ad3223ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 615}, 'building_density': None, 'building_density_km_2': 5838.6538, 'landuse': array(['commercial', 'construction', 'flowerbed', 'grass', 'mixed',
       'railway', 'recreation_ground', 'residential', 'retail'],
      dtype=object), 'leisure': array(['garden', 'park', 'pitch', 'playground'], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 33, 'footway': 330, 'primary': 22, 'residential': 125, 'secondary': 0, 'service': 42, 'tertiary': 0, 'unclassified': 9}, 'sport': array(['netball', 'soccer', 'tennis'], dtype=object)}}",51.503452400204,-0.10594515710574318
15,89194ad0347ffff,"the location showcases a lush green golf course with well-maintained fairways, greens, and bunkers. There are also some patches of trees scattered throughout the course. To the right of the golf course, there are residential buildings with pitched roofs. A road can be seen winding through the golf course, and there's a body of water or a pond located towards the bottom right corner of the location. The overall landscape appears to be a mix of natural greenery and developed infrastructure.",89194ad0347ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 0}, 'building_density': 0.0, 'building_density_km_2': None, 'landuse': array([], dtype=object), 'leisure': array(['golf_course', 'nature_reserve'], dtype=object), 'natural': array(['wood'], dtype=object), 'roads': {'cycleway': 0, 'footway': 21, 'primary': 0, 'residential': 0, 'secondary': 0, 'service': 0, 'tertiary': 0, 'unclassified': 0}, 'sport': array([], dtype=object)}}",51.438879476560246,-0.06898717740134457
16,89194ad0357ffff,"there is a mix of greenery and urban development. There are two cricket fields, surrounded by trees and open grassy areas. Adjacent to the fields, there's a residential area with houses, roads, and vehicles. To the right, there's a more densely packed urban area with buildings, roads, and vehicles. There's also a noticeable road that cuts through the area, and a few patches of green spaces scattered throughout.",89194ad0357ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 143}, 'building_density': None, 'building_density_km_2': 1357.6057, 'landuse': array(['allotments', 'grass', 'recreation_ground', 'residential'],
      dtype=object), 'leisure': array(['golf_course', 'nature_reserve', 'pitch', 'sports_centre'],
      dtype=object), 'natural': array(['wood'], dtype=object), 'roads': {'cycleway': 2, 'footway': 40, 'primary': 0, 'residential': 13, 'secondary': 0, 'service': 19, 'tertiary': 3, 'unclassified': 0}, 'sport': array(['cricket', 'cricket_nets', 'tennis'], dtype=object)}}",51.44160747186023,-0.06732938577144638
17,89194ad334bffff,"there is a mix of urban and green spaces. We can observe a large building with a green roof, possibly a community center or a school. Adjacent to it, there are several tennis courts, a playground, and a park with trees. The area is densely populated with buildings, indicating a residential or mixed-use neighborhood. Roads crisscross the area, connecting different parts of the neighborhood. There are also patches of green spaces, indicating parks or gardens within the urban setting.",89194ad334bffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 707}, 'building_density': None, 'building_density_km_2': 6712.0784, 'landuse': array(['commercial', 'flowerbed', 'grass', 'industrial', 'orchard',
       'recreation_ground', 'residential'], dtype=object), 'leisure': array(['dance', 'dog_park', 'garden', 'park', 'pitch', 'playground',
       'sports_centre'], dtype=object), 'natural': array(['scru'], dtype=object), 'roads': {'cycleway': 26, 'footway': 270, 'primary': 30, 'residential': 74, 'secondary': 0, 'service': 48, 'tertiary': 0, 'unclassified': 0}, 'sport': array(['basketball', 'dog_agility', 'netball', 'soccer', 'tennis'],
      dtype=object)}}",51.49548382863232,-0.10630462373998774
18,89194ad022fffff,"there is a mix of greenery and urban areas. There are several roads that crisscross the landscape, with some appearing to be paved while others seem to be unpaved. There are patches of grasslands, some of which have been cleared, possibly for construction or agriculture. There are also clusters of buildings, indicating residential areas. A notable feature is a large body of water on the left side of the location. The density of buildings varies, with some areas having denser clusters than others. There are also some trees scattered throughout, providing a natural touch to the urban landscape.",89194ad022fffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 32}, 'building_density': None, 'building_density_km_2': 303.7999, 'landuse': array(['residential'], dtype=object), 'leisure': array(['park', 'pitch', 'playground'], dtype=object), 'natural': array(['wood'], dtype=object), 'roads': {'cycleway': 0, 'footway': 110, 'primary': 0, 'residential': 0, 'secondary': 0, 'service': 34, 'tertiary': 0, 'unclassified': 0}, 'sport': array(['bowls'], dtype=object)}}",51.44642549261547,-0.07784259876012944
19,89194ad11afffff,"the location showcases a mix of urban and green spaces. There are residential areas with houses closely packed together, roads, and some patches of greenery. There's also a noticeable railway track running through the location. The density of buildings seems to be moderate, with some open spaces and green patches interspersed.",89194ad11afffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 159}, 'building_density': None, 'building_density_km_2': 1509.5056, 'landuse': array(['railway', 'residential', 'retail'], dtype=object), 'leisure': array(['garden'], dtype=object), 'natural': array(['tree_row', 'wood'], dtype=object), 'roads': {'cycleway': 3, 'footway': 126, 'primary': 69, 'residential': 0, 'secondary': 0, 'service': 65, 'tertiary': 0, 'unclassified': 0}, 'sport': array([], dtype=object)}}",51.45060255967462,-0.10219137296960487
20,89194ad06abffff,"the location showcases an urban area with a mix of residential and commercial buildings. There are roads that crisscross the area, with some appearing to be major thoroughfares. There are patches of green, likely parks or recreational areas. The density of buildings seems moderate, with a mix of single-story and multi-story structures. There are also some industrial or warehouse-like buildings towards the bottom right. Overall, the area appears to be a blend of residential, commercial, and industrial zones.",89194ad06abffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 362}, 'building_density': None, 'building_density_km_2': 3436.7361, 'landuse': array(['grass', 'residential'], dtype=object), 'leisure': array(['garden', 'park', 'pitch'], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 34, 'footway': 112, 'primary': 0, 'residential': 45, 'secondary': 0, 'service': 30, 'tertiary': 0, 'unclassified': 0}, 'sport': array(['football'], dtype=object)}}",51.473699607174524,-0.06125940298135746
21,89194ad3137ffff,"the location showcases a mix of urban and industrial areas. There are multiple roads intersecting, with residential buildings on one side and industrial structures on the other. There's a noticeable railway network with multiple tracks crisscrossing the area. There are also patches of greenery, indicating parks or recreational areas. The density of buildings seems moderate, with a mix of single-story and multi-story structures. There are no visible bodies of water within the hexagon.",89194ad3137ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 20}, 'building_density': None, 'building_density_km_2': 189.8749, 'landuse': array(['brownfield', 'industrial', 'railway', 'residential'], dtype=object), 'leisure': array(['fitness_station', 'pitch'], dtype=object), 'natural': array(['scru', 'wood'], dtype=object), 'roads': {'cycleway': 38, 'footway': 34, 'primary': 0, 'residential': 46, 'secondary': 0, 'service': 51, 'tertiary': 0, 'unclassified': 9}, 'sport': array(['basketball', 'fitness'], dtype=object)}}",51.487542685337914,-0.04835047693823182
22,89194ad0043ffff,"we can observe a mix of urban and green spaces. There are residential areas with houses, roads, and possibly some small commercial establishments. There's a significant amount of greenery, including trees and open fields. The density of buildings seems moderate, with some clusters of closely packed structures. There are also patches of open land, possibly parks or recreational areas. The infrastructure includes roads that crisscross the area, and there seems to be a body of water or a large pond towards the bottom right of the location.",89194ad0043ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 24}, 'building_density': None, 'building_density_km_2': 227.8499, 'landuse': array(['construction', 'residential'], dtype=object), 'leisure': array(['nature_reserve'], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 15, 'footway': 24, 'primary': 0, 'residential': 16, 'secondary': 0, 'service': 37, 'tertiary': 29, 'unclassified': 1}, 'sport': array([], dtype=object)}}",51.460488140606365,-0.060331465499225516
23,89194ad0053ffff,"the location showcases a densely populated urban area with a mix of residential buildings, roads, and patches of greenery. The buildings appear to be of varying heights and designs, indicating a mix of residential and possibly some commercial structures. Roads crisscross the area, with some appearing to be wider and more prominent than others. There are also patches of trees and open spaces scattered throughout, providing a contrast to the built environment. The overall density of the buildings suggests a residential neighborhood.",89194ad0053ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 169}, 'building_density': None, 'building_density_km_2': 1604.4431, 'landuse': array(['construction', 'grass', 'industrial', 'residential'], dtype=object), 'leisure': array([], dtype=object), 'natural': array(['scru', 'wood'], dtype=object), 'roads': {'cycleway': 4, 'footway': 27, 'primary': 16, 'residential': 92, 'secondary': 0, 'service': 13, 'tertiary': 24, 'unclassified': 3}, 'sport': array([], dtype=object)}}",51.46321523628461,-0.05867275851909604
24,89194ad065bffff,"the location showcases a residential area with a mix of single-family homes and possibly some townhouses. There are roads that crisscross the area, and the density of buildings seems moderate. There are patches of green, indicating parks or gardens. To the left, there's a larger industrial area with buildings that appear to be factories or warehouses. There's also a body of water visible towards the bottom left of the location. Overall, the area seems to be a blend of residential and industrial zones.",89194ad065bffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 570}, 'building_density': None, 'building_density_km_2': 5411.4352, 'landuse': array(['industrial', 'residential'], dtype=object), 'leisure': array([], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 31, 'footway': 59, 'primary': 0, 'residential': 93, 'secondary': 0, 'service': 26, 'tertiary': 18, 'unclassified': 7}, 'sport': array([], dtype=object)}}",51.48060886541626,-0.08395673566513952
25,89194ad3197ffff,"the location showcases a residential area with a mix of houses and apartments. There are roads that crisscross the area, and some green spaces can be observed. The density of buildings seems moderate, with a mix of single-story and multi-story structures. There are no visible bodies of water within the hexagon. The vegetation appears to be sparse, with most of the area covered by buildings and roads.",89194ad3197ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 220}, 'building_density': None, 'building_density_km_2': 2088.6241, 'landuse': array(['residential'], dtype=object), 'leisure': array(['garden'], dtype=object), 'natural': array(['water'], dtype=object), 'roads': {'cycleway': 82, 'footway': 114, 'primary': 0, 'residential': 182, 'secondary': 0, 'service': 25, 'tertiary': 0, 'unclassified': 18}, 'sport': array([], dtype=object)}}",51.500960895290355,-0.04466275392163619
26,89194ad064bffff,"the location showcases a densely populated urban area with a mix of residential buildings, roads, and some green spaces. There are several roads intersecting, and the buildings vary in height and design. Some areas have solar panels on the rooftops, indicating a possible emphasis on sustainable energy. There are also patches of trees and open spaces scattered throughout, providing a contrast to the built environment.",89194ad064bffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 890}, 'building_density': None, 'building_density_km_2': 8449.4339, 'landuse': array(['industrial', 'residential'], dtype=object), 'leisure': array(['garden', 'park', 'playground'], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 22, 'footway': 57, 'primary': 0, 'residential': 101, 'secondary': 41, 'service': 27, 'tertiary': 18, 'unclassified': 4}, 'sport': array([], dtype=object)}}",51.47788166060902,-0.08561510246866773
27,89194ad3187ffff,"there is a mix of urban and natural landscapes. We can observe several buildings, both residential and commercial, with varying architectural designs. There's a body of water, possibly a lake or a river, surrounded by greenery and pathways. Roads crisscross the area, connecting different parts of the city. There are also some open spaces, possibly parks or recreational areas. The density of buildings seems moderate, with no overcrowded urban centers visible.",89194ad3187ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 34}, 'building_density': None, 'building_density_km_2': 322.7874, 'landuse': array(['construction', 'residential', 'retail'], dtype=object), 'leisure': array(['garden', 'pitch', 'playground'], dtype=object), 'natural': array(['water'], dtype=object), 'roads': {'cycleway': 52, 'footway': 150, 'primary': 0, 'residential': 23, 'secondary': 0, 'service': 71, 'tertiary': 44, 'unclassified': 21}, 'sport': array(['tennis;soccer;swimming;skateboard;darts;running;badminton;canoe;cycling;gymnastics;baseball;table_tennis;bicycle;fitness;football;hiking'],
      dtype=object)}}",51.49823534396667,-0.04632302461244203
28,89194ad03d3ffff,"the location showcases a mix of urban and natural landscapes. On the left, there's a densely populated area with closely packed houses, roads, and some green patches, possibly gardens or small parks. On the right, there's a more open space with a variety of trees, some of which are in clusters, forming what appears to be a park or a woodland area. There are also some man-made structures, possibly buildings or sheds, scattered throughout the area. The juxtaposition of the urban and natural elements suggests a city that values green spaces amidst its development.",89194ad03d3ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 0}, 'building_density': 0.0, 'building_density_km_2': None, 'landuse': array(['allotments', 'cemetery', 'residential'], dtype=object), 'leisure': array([], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 0, 'footway': 97, 'primary': 0, 'residential': 15, 'secondary': 0, 'service': 0, 'tertiary': 0, 'unclassified': 0}, 'sport': array([], dtype=object)}}",51.44979068882536,-0.06235520455243658
29,89194ad3173ffff,"the location showcases an urban landscape with a mix of residential and commercial buildings. There are roads crisscrossing the area, with some appearing to be major thoroughfares. There's a noticeable railway track running vertically, suggesting the presence of a train station or a major transit route. The area has patches of greenery, indicating parks or recreational spaces. The density of buildings varies, with some clusters appearing denser than others. There are also several vehicles on the roads, indicating active transportation and daily life.",89194ad3173ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 627}, 'building_density': None, 'building_density_km_2': 5952.5787, 'landuse': array(['brownfield', 'commercial', 'grass', 'recreation_ground',
       'residential', 'retail'], dtype=object), 'leisure': array(['park', 'pitch', 'playground', 'tanning_salon'], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 3, 'footway': 186, 'primary': 35, 'residential': 65, 'secondary': 0, 'service': 47, 'tertiary': 17, 'unclassified': 13}, 'sport': array(['basketball'], dtype=object)}}",51.4921509829057,-0.06348187100621065
30,89194ad3163ffff,"the location showcases a residential area with a mix of single-family homes and possibly some apartments. There are roads that crisscross the area, and a notable feature is a large green soccer field. The area seems to have a mix of trees and open spaces. The density of buildings appears to be moderate, with no apparent skyscrapers or densely packed urban centers. There are no visible bodies of water within the hexagon. Overall, it seems to be a suburban neighborhood with recreational facilities.",89194ad3163ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 523}, 'building_density': None, 'building_density_km_2': 4965.2292, 'landuse': array(['allotments', 'recreation_ground', 'residential'], dtype=object), 'leisure': array(['pitch'], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 18, 'footway': 24, 'primary': 0, 'residential': 131, 'secondary': 0, 'service': 18, 'tertiary': 17, 'unclassified': 0}, 'sport': array(['basketball', 'field_hockey;soccer', 'tennis'], dtype=object)}}",51.489424668884595,-0.06514125708929522
31,89194ad0007ffff,"the location showcases a mix of urban and natural landscapes. There are residential areas with closely packed houses, roads, and some green patches which might be parks or gardens. Towards the bottom of the location, there's a significant area that appears to be a cemetery with numerous gravestones arranged in rows. There are also some trees scattered throughout the area. The density of buildings seems to be moderate, with a mix of single-story and multi-story structures.",89194ad0007ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 32}, 'building_density': None, 'building_density_km_2': 303.7999, 'landuse': array(['cemetery', 'residential'], dtype=object), 'leisure': array([], dtype=object), 'natural': array(['tree_row'], dtype=object), 'roads': {'cycleway': 0, 'footway': 77, 'primary': 0, 'residential': 23, 'secondary': 0, 'service': 44, 'tertiary': 26, 'unclassified': 0}, 'sport': array([], dtype=object)}}",51.45588027241272,-0.045209113021089944
32,89194ad0017ffff,"the location showcases a residential area with a mix of single-family homes and possibly some apartments. There are roads that crisscross the area, with some roads appearing to be wider and more prominent than others. There's a notable playground or recreational area with a blue slide structure. The area is surrounded by green spaces, possibly parks or gardens. The density of buildings seems moderate, with no apparent skyscrapers or densely packed high-rises. There are also some trees scattered throughout, providing a touch of nature amidst the urban setting.",89194ad0017ffff,"{'summary': {'area_size_km_2': 0.1053325, 'building': {'count': 14}, 'building_density': None, 'building_density_km_2': 132.9124, 'landuse': array(['residential'], dtype=object), 'leisure': array(['garden', 'playground'], dtype=object), 'natural': array([], dtype=object), 'roads': {'cycleway': 0, 'footway': 62, 'primary': 0, 'residential': 53, 'secondary': 0, 'service': 21, 'tertiary': 19, 'unclassified': 2}, 'sport': array([], dtype=object)}}",51.45860712107403,-0.04355003493829938
